İL1,İL2,MESAFE
35,Unnamed: 13,1414
36,Unnamed: 13,382
37,Unnamed: 13,892
38,Unnamed: 13,569
39,Unnamed: 13,1546
40,Unnamed: 13,704
41,Unnamed: 13,1227
42,Unnamed: 13,875
43,Unnamed: 13,1183
44,Unnamed: 13,235
45,Unnamed: 13,1394
46,Unnamed: 13,457
47,Unnamed: 13,236
48,Unnamed: 13,1396
49,Unnamed: 13,111
50,Unnamed: 13,652
51,Unnamed: 13,701
52,Unnamed: 13,582
53,Unnamed: 13,426
54,Unnamed: 13,1190
55,Unnamed: 13,718
56,Unnamed: 13,288
57,Unnamed: 13,859
58,Unnamed: 13,479
59,Unnamed: 13,1468
60,Unnamed: 13,582
61,Unnamed: 13,471
62,Unnamed: 13,145
63,Unnamed: 13,318
64,Unnamed: 13,1198
65,Unnamed: 13,327
66,Unnamed: 13,699
67,Unnamed: 13,1107
68,Unnamed: 13,728
69,Unnamed: 13,302
70,Unnamed: 13,876
71,Unnamed: 13,813
72,Unnamed: 13,195
73,Unnamed: 13,384
74,Unnamed: 13,1072
75,Unnamed: 13,407
76,Unnamed: 13,501
77,Unnamed: 13,1292
78,Unnamed: 13,1007
79,Unnamed: 13,517
80,Unnamed: 13,539
81,Unnamed: 13,1122
İL PLAKA NO,Unnamed: 14,BİTLİS
01,Unnamed: 14,741
02,Unnamed: 14,410
03,Unnamed: 14,1278
04,Unnamed: 14,237
05,Unnamed: 14,832
06,Unnamed: 14,1078
07,Unnamed: 14,1288
08,Unnamed: 14,545
09,Unnamed: 14,1579
10,Unnamed: 14,1601
11,Unnamed: 14,1378
12,Unnamed: 14,192
14,Unnamed: 14,1266
15,Unnamed: 14,1346
16,Unnamed: 14,1450
17,Unnamed: 14,1729
18,Unnamed: 14,1109
19,Unnamed: 14,950
20,Unnamed: 14,1460
21,Unnamed: 14,204
22,Unnamed: 14,1761
23,Unnamed: 14,332
24,Unnamed: 14,463
25,Unnamed: 14,351
26,Unnamed: 14,1298
27,Unnamed: 14,525
28,Unnamed: 14,713
29,Unnamed: 14,552
30,Unnamed: 14,323
31,Unnamed: 14,719
32,Unnamed: 14,1318
33,Unnamed: 14,811
34,Unnamed: 14,1529
35,Unnamed: 14,1605
36,Unnamed: 14,452
37,Unnamed: 14,1082
38,Unnamed: 14,760
39,Unnamed: 14,1737
40,Unnamed: 14,895
41,Unnamed: 14,1418
42,Unnamed: 14,1066
43,Unnamed: 14,1374
44,Unnamed: 14,426
45,Unnamed: 14,1585
46,Unnamed: 14,572
47,Unnamed: 14,281
48,Unnamed: 14,1587
49,Unnamed: 14,81
50,Unnamed: 14,843
51,Unnamed: 14,892
52,Unnamed: 14,756
53,Unnamed: 14,600
54,Unnamed: 14,1381
55,Unnamed: 14,909
56,Unnamed: 14,96
57,Unnamed: 14,1050
58,Unnamed: 14,670
59,Unnamed: 14,1659
60,Unnamed: 14,773
61,Unnamed: 14,646
62,Unnamed: 14,336
63,Unnamed: 14,381
64,Unnamed: 14,1389
65,Unnamed: 14,159
66,Unnamed: 14,890
67,Unnamed: 14,1298
68,Unnamed: 14,919
69,Unnamed: 14,476
70,Unnamed: 14,1034
71,Unnamed: 14,1004
72,Unnamed: 14,133
73,Unnamed: 14,192
74,Unnamed: 14,1263
75,Unnamed: 14,484
76,Unnamed: 14,336
77,Unnamed: 14,1483
78,Unnamed: 14,1198
79,Unnamed: 14,580
80,Unnamed: 14,648
81,Unnamed: 14,1312
İL PLAKA NO,Unnamed: 15,BOLU
01,Unnamed: 15,688
02,Unnamed: 15,920
03,Unnamed: 15,417
04,Unnamed: 15,1146
05,Unnamed: 15,411
06,Unnamed: 15,190
07,Unnamed: 15,682
08,Unnamed: 15,1021
09,Unnamed: 15,735
10,Unnamed: 15,433
11,Unnamed: 15,215
12,Unnamed: 15,1075
13,Unnamed: 15,1266
15,Unnamed: 15,561
16,Unnamed: 15,271
17,Unnamed: 15,551
18,Unnamed: 15,233
19,Unnamed: 15,348
20,Unnamed: 15,616
21,Unnamed: 15,1086
22,Unnamed: 15,495
23,Unnamed: 15,937
24,Unnamed: 15,781
25,Unnamed: 15,966
26,Unnamed: 15,290
27,Unnamed: 15,835
28,Unnamed: 15,662
29,Unnamed: 15,824
30,Unnamed: 15,1564
31,Unnamed: 15,884
32,Unnamed: 15,563
33,Unnamed: 15,681
34,Unnamed: 15,263
35,Unnamed: 15,606
36,Unnamed: 15,1168
37,Unnamed: 15,247
38,Unnamed: 15,504
39,Unnamed: 15,471
40,Unnamed: 15,371
41,Unnamed: 15,152
42,Unnamed: 15,455
43,Unnamed: 15,321
44,Unnamed: 15,840
45,Unnamed: 15,569
46,Unnamed: 15,760
47,Unnamed: 15,1168
48,Unnamed: 15,743
49,Unnamed: 15,1185
50,Unnamed: 15,463
51,Unnamed: 15,544
52,Unnamed: 15,620
53,Unnamed: 15,873
54,Unnamed: 15,115
55,Unnamed: 15,473
56,Unnamed: 15,1273
57,Unnamed: 15,426
58,Unnamed: 15,630
59,Unnamed: 15,394
60,Unnamed: 15,521
61,Unnamed: 15,794
62,Unnamed: 15,904
63,Unnamed: 15,974
64,Unnamed: 15,459
65,Unnamed: 15,1378
66,Unnamed: 15,402
67,Unnamed: 15,158
68,Unnamed: 15,420
69,Unnamed: 15,863
70,Unnamed: 15,566
71,Unnamed: 15,262
72,Unnamed: 15,1186
73,Unnamed: 15,1338
74,Unnamed: 15,176
75,Unnamed: 15,1130
76,Unnamed: 15,1290
77,Unnamed: 15,217
78,Unnamed: 15,134
79,Unnamed: 15,899
80,Unnamed: 15,777
81,Unnamed: 15,47
İL PLAKA NO,Unnamed: 16,BURDUR
01,Unnamed: 16,647
02,Unnamed: 16,984
03,Unnamed: 16,166
04,Unnamed: 16,1391
05,Unnamed: 16,760
06,Unnamed: 16,421
07,Unnamed: 16,121
08,Unnamed: 16,1390
09,Unnamed: 16,286
10,Unnamed: 16,393
11,Unnamed: 16,351
12,Unnamed: 16,1155
13,Unnamed: 16,1346
14,Unnamed: 16,561
16,Unnamed: 16,422
17,Unnamed: 16,586
18,Unnamed: 16,563
19,Unnamed: 16,670
20,Unnamed: 16,167
21,Unnamed: 16,1167
22,Unnamed: 16,826
23,Unnamed: 16,1018
24,Unnamed: 16,1026
25,Unnamed: 16,1212
26,Unnamed: 16,300
27,Unnamed: 16,863
28,Unnamed: 16,1031
29,Unnamed: 16,1130
30,Unnamed: 16,1554
31,Unnamed: 16,843
32,Unnamed: 16,29
33,Unnamed: 16,574
34,Unnamed: 16,594
35,Unnamed: 16,388
36,Unnamed: 16,1414
37,Unnamed: 16,669
38,Unnamed: 16,582
39,Unnamed: 16,803
40,Unnamed: 16,536
41,Unnamed: 16,483
42,Unnamed: 16,295
43,Unnamed: 16,240
44,Unnamed: 16,921
45,Unnamed: 16,368
46,Unnamed: 16,841
47,Unnamed: 16,1196
48,Unnamed: 16,240
49,Unnamed: 16,1265
50,Unnamed: 16,503
51,Unnamed: 16,530
52,Unnamed: 16,988
53,Unnamed: 16,1241
54,Unnamed: 16,446
55,Unnamed: 16,842
56,Unnamed: 16,1354
57,Unnamed: 16,840
58,Unnamed: 16,778
59,Unnamed: 16,725
60,Unnamed: 16,810
61,Unnamed: 16,1163
62,Unnamed: 16,1149
63,Unnamed: 16,1002
64,Unnamed: 16,169
65,Unnamed: 16,1481
66,Unnamed: 16,644
67,Unnamed: 16,627
68,Unnamed: 16,427
69,Unnamed: 16,1151
70,Unnamed: 16,408
71,Unnamed: 16,504
72,Unnamed: 16,1266
73,Unnamed: 16,1366
74,Unnamed: 16,682
75,Unnamed: 16,1433
76,Unnamed: 16,1535
77,Unnamed: 16,489
78,Unnamed: 16,613
79,Unnamed: 16,899
80,Unnamed: 16,736
81,Unnamed: 16,514
İL PLAKA NO,Unnamed: 17,BURSA
01,Unnamed: 17,856
02,Unnamed: 17,1104
03,Unnamed: 17,278
04,Unnamed: 17,1417
05,Unnamed: 17,682
06,Unnamed: 17,385
07,Unnamed: 17,543
08,Unnamed: 17,1292
09,Unnamed: 17,441
10,Unnamed: 17,152
11,Unnamed: 17,95
12,Unnamed: 17,1259
13,Unnamed: 17,1450
14,Unnamed: 17,271
15,Unnamed: 17,422
17,Unnamed: 17,270
18,Unnamed: 17,504
19,Unnamed: 17,634
20,Unnamed: 17,435
21,Unnamed: 17,1270
22,Unnamed: 17,428
23,Unnamed: 17,1121
24,Unnamed: 17,1052
25,Unnamed: 17,1237
26,Unnamed: 17,152
27,Unnamed: 17,1020
28,Unnamed: 17,933
29,Unnamed: 17,1095
30,Unnamed: 17,1748
31,Unnamed: 17,1052
32,Unnamed: 17,423
33,Unnamed: 17,849
34,Unnamed: 17,244
35,Unnamed: 17,325
36,Unnamed: 17,1440
37,Unnamed: 17,518
38,Unnamed: 17,688
39,Unnamed: 17,443
40,Unnamed: 17,555
41,Unnamed: 17,131
42,Unnamed: 17,504
43,Unnamed: 17,182
44,Unnamed: 17,1024
45,Unnamed: 17,288
46,Unnamed: 17,944
47,Unnamed: 17,1352
48,Unnamed: 17,539
49,Unnamed: 17,1369
50,Unnamed: 17,648
51,Unnamed: 17,706
52,Unnamed: 17,891
53,Unnamed: 17,1144
54,Unnamed: 17,156
55,Unnamed: 17,744
56,Unnamed: 17,1457
57,Unnamed: 17,697
58,Unnamed: 17,836
59,Unnamed: 17,379
60,Unnamed: 17,775
61,Unnamed: 17,1065
62,Unnamed: 17,1175
63,Unnamed: 17,1158
64,Unnamed: 17,320
65,Unnamed: 17,1585
66,Unnamed: 17,609
67,Unnamed: 17,337
68,Unnamed: 17,594
69,Unnamed: 17,1134
70,Unnamed: 17,617
71,Unnamed: 17,468
72,Unnamed: 17,1370
73,Unnamed: 17,1522
74,Unnamed: 17,425
75,Unnamed: 17,1401
76,Unnamed: 17,1561
77,Unnamed: 17,69
78,Unnamed: 17,405
79,Unnamed: 17,1083
80,Unnamed: 17,945
81,Unnamed: 17,225
İL PLAKA NO,Unnamed: 18,ÇANAKKALE
01,Unnamed: 18,1093
02,Unnamed: 18,1383
03,Unnamed: 18,515
04,Unnamed: 18,1696
05,Unnamed: 18,962
06,Unnamed: 18,665
07,Unnamed: 18,693
08,Unnamed: 18,1571
09,Unnamed: 18,448
10,Unnamed: 18,192
11,Unnamed: 18,374
12,Unnamed: 18,1538
13,Unnamed: 18,1729
14,Unnamed: 18,551
15,Unnamed: 18,586
16,Unnamed: 18,270
18,Unnamed: 18,783
19,Unnamed: 18,914
20,Unnamed: 18,473
21,Unnamed: 18,1550
22,Unnamed: 18,231
23,Unnamed: 18,1401
24,Unnamed: 18,1331
25,Unnamed: 18,1517
26,Unnamed: 18,431
27,Unnamed: 18,1299
28,Unnamed: 18,1212
29,Unnamed: 18,1374
30,Unnamed: 18,2027
31,Unnamed: 18,1290
32,Unnamed: 18,588
33,Unnamed: 18,1086
34,Unnamed: 18,314
35,Unnamed: 18,327
36,Unnamed: 18,1719
37,Unnamed: 18,797
38,Unnamed: 18,967
39,Unnamed: 18,245
40,Unnamed: 18,834
41,Unnamed: 18,398
42,Unnamed: 18,741
43,Unnamed: 18,419
44,Unnamed: 18,1304
45,Unnamed: 18,328
46,Unnamed: 18,1224
47,Unnamed: 18,1632
48,Unnamed: 18,547
49,Unnamed: 18,1648
50,Unnamed: 18,927
51,Unnamed: 18,986
52,Unnamed: 18,1170
53,Unnamed: 18,1423
54,Unnamed: 18,436
55,Unnamed: 18,1023
56,Unnamed: 18,1737
57,Unnamed: 18,977
58,Unnamed: 18,1116
59,Unnamed: 18,181
60,Unnamed: 18,1054
61,Unnamed: 18,1344
62,Unnamed: 18,1454
63,Unnamed: 18,1438
64,Unnamed: 18,418
65,Unnamed: 18,1864
66,Unnamed: 18,888
67,Unnamed: 18,617
68,Unnamed: 18,873
69,Unnamed: 18,1414
70,Unnamed: 18,854
71,Unnamed: 18,748
72,Unnamed: 18,1649
73,Unnamed: 18,1801
74,Unnamed: 18,705
75,Unnamed: 18,1681
76,Unnamed: 18,1840
77,Unnamed: 18,335
78,Unnamed: 18,684
79,Unnamed: 18,1345
80,Unnamed: 18,1183
81,Unnamed: 18,504
İL PLAKA NO,Unnamed: 19,ÇANKIRI
01,Unnamed: 19,590
02,Unnamed: 19,762
03,Unnamed: 19,398
04,Unnamed: 19,985
05,Unnamed: 19,245
06,Unnamed: 19,131
07,Unnamed: 19,685
08,Unnamed: 19,881
09,Unnamed: 19,737
10,Unnamed: 19,666
11,Unnamed: 19,447
12,Unnamed: 19,918
13,Unnamed: 19,1109
14,Unnamed: 19,233
15,Unnamed: 19,563
16,Unnamed: 19,504
17,Unnamed: 19,783
19,Unnamed: 19,155
20,Unnamed: 19,619
21,Unnamed: 19,929
22,Unnamed: 19,727
23,Unnamed: 19,780
24,Unnamed: 19,620
25,Unnamed: 19,806
26,Unnamed: 19,376
27,Unnamed: 19,678
28,Unnamed: 19,522
29,Unnamed: 19,684
30,Unnamed: 19,1406
31,Unnamed: 19,776
32,Unnamed: 19,525
33,Unnamed: 19,583
34,Unnamed: 19,495
35,Unnamed: 19,725
36,Unnamed: 19,1008
37,Unnamed: 19,106
38,Unnamed: 19,346
39,Unnamed: 19,704
40,Unnamed: 19,214
41,Unnamed: 19,385
42,Unnamed: 19,354
43,Unnamed: 19,455
44,Unnamed: 19,683
45,Unnamed: 19,705
46,Unnamed: 19,603
47,Unnamed: 19,1011
48,Unnamed: 19,746
49,Unnamed: 19,1027
50,Unnamed: 19,306
51,Unnamed: 19,386
52,Unnamed: 19,480
53,Unnamed: 19,733
54,Unnamed: 19,347
55,Unnamed: 19,333
56,Unnamed: 19,1116
57,Unnamed: 19,276
58,Unnamed: 19,442
59,Unnamed: 19,626
60,Unnamed: 19,333
61,Unnamed: 19,654
62,Unnamed: 19,743
63,Unnamed: 19,817
64,Unnamed: 19,510
65,Unnamed: 19,1218
66,Unnamed: 19,245
67,Unnamed: 19,292
68,Unnamed: 19,322
69,Unnamed: 19,703
70,Unnamed: 19,465
71,Unnamed: 19,104
72,Unnamed: 19,1028
73,Unnamed: 19,1180
74,Unnamed: 19,278
75,Unnamed: 19,990
76,Unnamed: 19,1129
77,Unnamed: 19,450
78,Unnamed: 19,192
79,Unnamed: 19,741
80,Unnamed: 19,679
81,Unnamed: 19,279
İL PLAKA NO,Unnamed: 20,ÇORUM
01,Unnamed: 20,582
02,Unnamed: 20,697
03,Unnamed: 20,504
04,Unnamed: 20,830
05,Unnamed: 20,91
06,Unnamed: 20,240
07,Unnamed: 20,732
08,Unnamed: 20,720
09,Unnamed: 20,844
10,Unnamed: 20,785
11,Unnamed: 20,563
12,Unnamed: 20,759
13,Unnamed: 20,950
14,Unnamed: 20,348
15,Unnamed: 20,670
16,Unnamed: 20,634
17,Unnamed: 20,914
18,Unnamed: 20,155
20,Unnamed: 20,725
21,Unnamed: 20,770
22,Unnamed: 20,843
23,Unnamed: 20,602
24,Unnamed: 20,465
25,Unnamed: 20,651
26,Unnamed: 20,482
27,Unnamed: 20,613
28,Unnamed: 20,361
29,Unnamed: 20,523
30,Unnamed: 20,1248
31,Unnamed: 20,711
32,Unnamed: 20,632
33,Unnamed: 20,575
34,Unnamed: 20,611
35,Unnamed: 20,831
36,Unnamed: 20,853
37,Unnamed: 20,192
38,Unnamed: 20,281
39,Unnamed: 20,820
40,Unnamed: 20,221
41,Unnamed: 20,501
42,Unnamed: 20,419
43,Unnamed: 20,561
44,Unnamed: 20,524
45,Unnamed: 20,811
46,Unnamed: 20,538
47,Unnamed: 20,865
48,Unnamed: 20,853
49,Unnamed: 20,869
50,Unnamed: 20,295
51,Unnamed: 20,375
52,Unnamed: 20,319
53,Unnamed: 20,572
54,Unnamed: 20,463
55,Unnamed: 20,172
56,Unnamed: 20,957
57,Unnamed: 20,262
58,Unnamed: 20,287
59,Unnamed: 20,742
60,Unnamed: 20,178
61,Unnamed: 20,493
62,Unnamed: 20,589
63,Unnamed: 20,752
64,Unnamed: 20,616
65,Unnamed: 20,1063
66,Unnamed: 20,108
67,Unnamed: 20,408
68,Unnamed: 20,330
69,Unnamed: 20,548
70,Unnamed: 20,530
71,Unnamed: 20,169
72,Unnamed: 20,870
73,Unnamed: 20,1063
74,Unnamed: 20,373
75,Unnamed: 20,829
76,Unnamed: 20,974
77,Unnamed: 20,566
78,Unnamed: 20,308
79,Unnamed: 20,676
80,Unnamed: 20,640
81,Unnamed: 20,395
İL PLAKA NO,Unnamed: 21,DENİZLİ
01,Unnamed: 21,761
02,Unnamed: 21,1098
03,Unnamed: 21,221
04,Unnamed: 21,1505
05,Unnamed: 21,816
06,Unnamed: 21,476
07,Unnamed: 21,226
08,Unnamed: 21,1445
09,Unnamed: 21,124
10,Unnamed: 21,285
11,Unnamed: 21,406
12,Unnamed: 21,1269
13,Unnamed: 21,1460
14,Unnamed: 21,616
15,Unnamed: 21,167
16,Unnamed: 21,435
17,Unnamed: 21,473
18,Unnamed: 21,619
19,Unnamed: 21,725
21,Unnamed: 21,1280
22,Unnamed: 21,702
23,Unnamed: 21,1131
24,Unnamed: 21,1140
25,Unnamed: 21,1325
26,Unnamed: 21,355
27,Unnamed: 21,977
28,Unnamed: 21,1086
29,Unnamed: 21,1248
30,Unnamed: 21,1667
31,Unnamed: 21,957
32,Unnamed: 21,169
33,Unnamed: 21,692
34,Unnamed: 21,649
35,Unnamed: 21,226
36,Unnamed: 21,1527
37,Unnamed: 21,724
38,Unnamed: 21,696
39,Unnamed: 21,716
40,Unnamed: 21,646
41,Unnamed: 21,539
42,Unnamed: 21,408
43,Unnamed: 21,296
44,Unnamed: 21,1034
45,Unnamed: 21,206
46,Unnamed: 21,954
47,Unnamed: 21,1310
48,Unnamed: 21,150
49,Unnamed: 21,1379
50,Unnamed: 21,617
51,Unnamed: 21,643
52,Unnamed: 21,1044
53,Unnamed: 21,1297
54,Unnamed: 21,501
55,Unnamed: 21,897
56,Unnamed: 21,1467
57,Unnamed: 21,895
58,Unnamed: 21,891
59,Unnamed: 21,652
60,Unnamed: 21,866
61,Unnamed: 21,1218
62,Unnamed: 21,1263
63,Unnamed: 21,1116
64,Unnamed: 21,153
65,Unnamed: 21,1594
66,Unnamed: 21,700
67,Unnamed: 21,682
68,Unnamed: 21,541
69,Unnamed: 21,1264
70,Unnamed: 21,522
71,Unnamed: 21,559
72,Unnamed: 21,1380
73,Unnamed: 21,1479
74,Unnamed: 21,738
75,Unnamed: 21,1546
76,Unnamed: 21,1649
77,Unnamed: 21,501
78,Unnamed: 21,669
79,Unnamed: 21,1012
80,Unnamed: 21,850
81,Unnamed: 21,570
İL PLAKA NO,Unnamed: 22,DİYARBAKIR
01,Unnamed: 22,537
02,Unnamed: 22,206
03,Unnamed: 22,1098
04,Unnamed: 22,441
05,Unnamed: 22,703
06,Unnamed: 22,898
07,Unnamed: 22,1083
08,Unnamed: 22,509
09,Unnamed: 22,1399
10,Unnamed: 22,1422
11,Unnamed: 22,1199
12,Unnamed: 22,141
13,Unnamed: 22,204
14,Unnamed: 22,1086
15,Unnamed: 22,1167
16,Unnamed: 22,1270
17,Unnamed: 22,1550
18,Unnamed: 22,929
19,Unnamed: 22,770
20,Unnamed: 22,1280
22,Unnamed: 22,1581
23,Unnamed: 22,152
24,Unnamed: 22,407
25,Unnamed: 22,315
26,Unnamed: 22,1119
27,Unnamed: 22,321
28,Unnamed: 22,677
29,Unnamed: 22,516
30,Unnamed: 22,527
31,Unnamed: 22,515
32,Unnamed: 22,1138
33,Unnamed: 22,607
34,Unnamed: 22,1349
35,Unnamed: 22,1425
36,Unnamed: 22,520
37,Unnamed: 22,957
38,Unnamed: 22,581
39,Unnamed: 22,1558
40,Unnamed: 22,715
41,Unnamed: 22,1239
42,Unnamed: 22,887
43,Unnamed: 22,1194
44,Unnamed: 22,246
45,Unnamed: 22,1405
46,Unnamed: 22,368
47,Unnamed: 22,94
48,Unnamed: 22,1408
49,Unnamed: 22,249
50,Unnamed: 22,664
51,Unnamed: 22,713
52,Unnamed: 22,720
53,Unnamed: 22,564
54,Unnamed: 22,1201
55,Unnamed: 22,832
56,Unnamed: 22,187
57,Unnamed: 22,957
58,Unnamed: 22,490
59,Unnamed: 22,1480
60,Unnamed: 22,594
61,Unnamed: 22,610
62,Unnamed: 22,280
63,Unnamed: 22,177
64,Unnamed: 22,1210
65,Unnamed: 22,363
66,Unnamed: 22,710
67,Unnamed: 22,1162
68,Unnamed: 22,740
69,Unnamed: 22,440
70,Unnamed: 22,829
71,Unnamed: 22,824
72,Unnamed: 22,99
73,Unnamed: 22,293
74,Unnamed: 22,1138
75,Unnamed: 22,545
76,Unnamed: 22,540
77,Unnamed: 22,1304
78,Unnamed: 22,1073
79,Unnamed: 22,375
80,Unnamed: 22,444
81,Unnamed: 22,1133
İL PLAKA NO,Unnamed: 23,EDİRNE
01,Unnamed: 23,1183
02,Unnamed: 23,1414
03,Unnamed: 23,682
04,Unnamed: 23,1641
05,Unnamed: 23,906
06,Unnamed: 23,685
07,Unnamed: 23,922
08,Unnamed: 23,1516
09,Unnamed: 23,667
10,Unnamed: 23,419
11,Unnamed: 23,480
12,Unnamed: 23,1570
13,Unnamed: 23,1761
14,Unnamed: 23,495
15,Unnamed: 23,826
16,Unnamed: 23,428
17,Unnamed: 23,231
18,Unnamed: 23,727
19,Unnamed: 23,843
20,Unnamed: 23,702
21,Unnamed: 23,1581
23,Unnamed: 23,1432
24,Unnamed: 23,1276
25,Unnamed: 23,1461
26,Unnamed: 23,555
27,Unnamed: 23,1330
28,Unnamed: 23,1157
29,Unnamed: 23,1319
30,Unnamed: 23,2059
31,Unnamed: 23,1379
32,Unnamed: 23,828
33,Unnamed: 23,1176
34,Unnamed: 23,232
35,Unnamed: 23,546
36,Unnamed: 23,1663
37,Unnamed: 23,741
38,Unnamed: 23,998
39,Unnamed: 23,67
40,Unnamed: 23,866
41,Unnamed: 23,345
42,Unnamed: 23,908
43,Unnamed: 23,586
44,Unnamed: 23,1335
45,Unnamed: 23,556
46,Unnamed: 23,1255
47,Unnamed: 23,1663
48,Unnamed: 23,766
49,Unnamed: 23,1679
50,Unnamed: 23,958
51,Unnamed: 23,1039
52,Unnamed: 23,1114
53,Unnamed: 23,1368
54,Unnamed: 23,380
55,Unnamed: 23,968
56,Unnamed: 23,1768
57,Unnamed: 23,921
58,Unnamed: 23,1125
59,Unnamed: 23,148
60,Unnamed: 23,1016
61,Unnamed: 23,1289
62,Unnamed: 23,1399
63,Unnamed: 23,1469
64,Unnamed: 23,642
65,Unnamed: 23,1873
66,Unnamed: 23,897
67,Unnamed: 23,561
68,Unnamed: 23,915
69,Unnamed: 23,1358
70,Unnamed: 23,1021
71,Unnamed: 23,757
72,Unnamed: 23,1681
73,Unnamed: 23,1833
74,Unnamed: 23,649
75,Unnamed: 23,1625
76,Unnamed: 23,1785
77,Unnamed: 23,410
78,Unnamed: 23,629
79,Unnamed: 23,1394
80,Unnamed: 23,1272
81,Unnamed: 23,448
İL PLAKA NO,Unnamed: 24,ELAZIĞ
01,Unnamed: 24,494
02,Unnamed: 24,283
03,Unnamed: 24,949
04,Unnamed: 24,499
05,Unnamed: 24,535
06,Unnamed: 24,749
07,Unnamed: 24,1051
08,Unnamed: 24,511
09,Unnamed: 24,1250
10,Unnamed: 24,1273
11,Unnamed: 24,1050
12,Unnamed: 24,141
13,Unnamed: 24,332
14,Unnamed: 24,937
15,Unnamed: 24,1018
16,Unnamed: 24,1121
17,Unnamed: 24,1401
18,Unnamed: 24,780
19,Unnamed: 24,602
20,Unnamed: 24,1131
21,Unnamed: 24,152
22,Unnamed: 24,1432
24,Unnamed: 24,267
25,Unnamed: 24,317
26,Unnamed: 24,970
27,Unnamed: 24,338
28,Unnamed: 24,558
29,Unnamed: 24,397
30,Unnamed: 24,630
31,Unnamed: 24,472
32,Unnamed: 24,989
33,Unnamed: 24,564
34,Unnamed: 24,1200
35,Unnamed: 24,1276
36,Unnamed: 24,522
37,Unnamed: 24,789
38,Unnamed: 24,432
39,Unnamed: 24,1409
40,Unnamed: 24,566
41,Unnamed: 24,1090
42,Unnamed: 24,738
43,Unnamed: 24,1045
44,Unnamed: 24,97
45,Unnamed: 24,1256
46,Unnamed: 24,319
47,Unnamed: 24,247
48,Unnamed: 24,1259
49,Unnamed: 24,251
50,Unnamed: 24,515
51,Unnamed: 24,564
52,Unnamed: 24,601
53,Unnamed: 24,560
54,Unnamed: 24,1052
55,Unnamed: 24,664
56,Unnamed: 24,339
57,Unnamed: 24,789
58,Unnamed: 24,322
59,Unnamed: 24,1331
60,Unnamed: 24,426
61,Unnamed: 24,491
62,Unnamed: 24,140
63,Unnamed: 24,318
64,Unnamed: 24,1061
65,Unnamed: 24,466
66,Unnamed: 24,542
67,Unnamed: 24,1013
68,Unnamed: 24,591
69,Unnamed: 24,395
70,Unnamed: 24,739
71,Unnamed: 24,675
72,Unnamed: 24,252
73,Unnamed: 24,445
74,Unnamed: 24,970
75,Unnamed: 24,546
76,Unnamed: 24,640
77,Unnamed: 24,1155
78,Unnamed: 24,905
79,Unnamed: 24,402
80,Unnamed: 24,401
81,Unnamed: 24,984
İL PLAKA NO,Unnamed: 25,ERZİNCAN
01,Unnamed: 25,676
02,Unnamed: 25,546
03,Unnamed: 25,955
04,Unnamed: 25,370
05,Unnamed: 25,375
06,Unnamed: 25,690
07,Unnamed: 25,1059
08,Unnamed: 25,376
09,Unnamed: 25,1259
10,Unnamed: 25,1214
11,Unnamed: 25,996
12,Unnamed: 25,272
13,Unnamed: 25,463
14,Unnamed: 25,781
15,Unnamed: 25,1026
16,Unnamed: 25,1052
17,Unnamed: 25,1331
18,Unnamed: 25,620
19,Unnamed: 25,465
20,Unnamed: 25,1140
21,Unnamed: 25,407
22,Unnamed: 25,1276
23,Unnamed: 25,267
25,Unnamed: 25,191
26,Unnamed: 25,933
27,Unnamed: 25,602
28,Unnamed: 25,297
29,Unnamed: 25,136
30,Unnamed: 25,798
31,Unnamed: 25,748
32,Unnamed: 25,997
33,Unnamed: 25,747
34,Unnamed: 25,1044
35,Unnamed: 25,1282
36,Unnamed: 25,393
37,Unnamed: 25,625
38,Unnamed: 25,451
39,Unnamed: 25,1252
40,Unnamed: 25,575
41,Unnamed: 25,933
42,Unnamed: 25,746
43,Unnamed: 25,1012
44,Unnamed: 25,361
45,Unnamed: 25,1262
46,Unnamed: 25,575
47,Unnamed: 25,501
48,Unnamed: 25,1267
49,Unnamed: 25,381
50,Unnamed: 25,523
51,Unnamed: 25,572
52,Unnamed: 25,340
53,Unnamed: 25,299
54,Unnamed: 25,896
55,Unnamed: 25,451
56,Unnamed: 25,558
57,Unnamed: 25,593
58,Unnamed: 25,253
59,Unnamed: 25,1174
60,Unnamed: 25,309
61,Unnamed: 25,229
62,Unnamed: 25,128
63,Unnamed: 25,573
64,Unnamed: 25,1067
65,Unnamed: 25,603
66,Unnamed: 25,476
67,Unnamed: 25,840
68,Unnamed: 25,599
69,Unnamed: 25,157
70,Unnamed: 25,747
71,Unnamed: 25,620
72,Unnamed: 25,467
73,Unnamed: 25,654
74,Unnamed: 25,806
75,Unnamed: 25,412
76,Unnamed: 25,514
77,Unnamed: 25,998
78,Unnamed: 25,741
79,Unnamed: 25,665
80,Unnamed: 25,677
81,Unnamed: 25,827
İL PLAKA NO,Unnamed: 26,ERZURUM
01,Unnamed: 26,807
02,Unnamed: 26,521
03,Unnamed: 26,1140
04,Unnamed: 26,182
05,Unnamed: 26,560
06,Unnamed: 26,876
07,Unnamed: 26,1244
08,Unnamed: 26,194
09,Unnamed: 26,1444
10,Unnamed: 26,1399
11,Unnamed: 26,1181
12,Unnamed: 26,177
13,Unnamed: 26,351
14,Unnamed: 26,966
15,Unnamed: 26,1212
16,Unnamed: 26,1237
17,Unnamed: 26,1517
18,Unnamed: 26,806
